Date,High,Low,Open,Close,Volume,Adj Close
2009-09-01,1561.0,1445.6500244140625,1447.0,1540.449951171875,2722272.0,1438.70703125
2009-09-02,1569.9000244140625,1502.0,1545.0,1509.300048828125,1374367.0,1409.6143798828125
2009-09-03,1538.300048828125,1494.0999755859375,1527.6500244140625,1507.4000244140625,822449.0,1407.8399658203125
2009-09-04,1555.4000244140625,1506.0,1510.0,1546.5999755859375,729249.0,1444.4510498046875
2009-09-07,1584.75,1542.800048828125,1560.0,1554.5999755859375,634942.0,1451.922607421875
2009-09-08,1572.0,1513.0999755859375,1570.0,1517.75,518411.0,1417.50634765625
2009-09-09,1542.0,1505.5999755859375,1519.0,1513.050048828125,598369.0,1413.1168212890625
2009-09-10,1547.0,1482.0999755859375,1521.4000244140625,1489.0999755859375,549495.0,1390.748291015625
2009-09-11,1519.3499755859375,1446.3499755859375,1519.3499755859375,1468.5999755859375,815499.0,1371.6026611328125
2009-09-14,1489.5999755859375,1454.5999755859375,1459.800048828125,1474.4000244140625,563346.0,1377.0194091796875
2009-09-15,1509.0,1464.0,1479.5999755859375,1500.0,600510.0,1400.928466796875
2009-09-16,1530.0,1495.1500244140625,1500.0,1517.300048828125,671108.0,1417.0860595703125
2009-09-17,1576.449951171875,1521.4000244140625,1523.5,1559.949951171875,1076504.0,1456.9188232421875
2009-09-18,1650.0,1540.199951171875,1560.0,1639.300048828125,1661428.0,1531.0283203125
2009-09-22,1688.0,1639.9000244140625,1648.5999755859375,1657.8499755859375,619688.0,1548.3529052734375
2009-09-23,1674.5,1642.0,1659.800048828125,1654.199951171875,494508.0,1544.9439697265625
2009-09-24,1656.0,1612.0,1645.0,1635.199951171875,663238.0,1527.1988525390625
2009-09-25,1674.0,1618.699951171875,1625.0,1637.9000244140625,548328.0,1529.720703125
2009-09-29,1668.0,1621.0,1648.0,1638.4000244140625,683689.0,1530.1875
2009-09-30,1737.300048828125,1629.0,1642.0,1701.4000244140625,798362.0,1589.0264892578125
2009-10-01,1715.0,1647.5999755859375,1715.0,1655.949951171875,704599.0,1546.5784912109375
2009-10-05,1647.0,1587.5999755859375,1647.0,1597.050048828125,766877.0,1491.56884765625
2009-10-06,1628.949951171875,1577.199951171875,1619.0,1599.25,895966.0,1493.6236572265625
2009-10-07,1614.5,1533.0999755859375,1609.800048828125,1540.5999755859375,1441965.0,1438.8470458984375
2009-10-08,1560.0,1505.0,1550.0,1510.75,2200461.0,1410.9686279296875
2009-10-09,1524.8499755859375,1471.3499755859375,1518.0999755859375,1480.300048828125,1152078.0,1382.5299072265625
2009-10-12,1529.9000244140625,1481.0,1489.0,1515.6500244140625,1137216.0,1415.544921875
2009-10-13,1527.5,1527.5,1527.5,1527.5,0.0,1426.6124267578125
2009-10-14,1549.0,1512.0,1527.199951171875,1519.5999755859375,1068818.0,1419.234130859375
2009-10-15,1548.0,1512.199951171875,1531.0999755859375,1526.050048828125,601444.0,1425.258056640625
2009-10-16,1553.9000244140625,1509.5,1529.0,1515.1500244140625,662633.0,1415.077880859375
2009-10-20,1567.800048828125,1515.0,1527.5,1548.75,832580.0,1446.4586181640625
2009-10-21,1558.9000244140625,1495.300048828125,1550.0,1507.199951171875,485369.0,1407.653076171875
2009-10-22,1514.4000244140625,1462.199951171875,1501.0,1491.0999755859375,1079433.0,1392.616455078125
2009-10-23,1535.9000244140625,1495.0,1500.0,1518.800048828125,821446.0,1418.4869384765625
2009-10-26,1550.0,1496.3499755859375,1522.0,1517.550048828125,880439.0,1417.3193359375
2009-10-27,1528.5,1465.3499755859375,1500.0,1479.050048828125,572325.0,1381.3623046875
2009-10-28,1479.9000244140625,1405.5999755859375,1475.0,1415.4000244140625,804616.0,1321.9163818359375
2009-10-29,1413.9000244140625,1368.0,1400.0,1379.1500244140625,1393710.0,1288.060546875
2009-10-30,1445.9000244140625,1376.5999755859375,1423.9000244140625,1403.300048828125,1057456.0,1310.615478515625
2009-11-03,1436.8499755859375,1396.0,1403.0,1427.800048828125,1116648.0,1333.4971923828125
2009-11-04,1470.0,1416.0999755859375,1434.800048828125,1462.300048828125,581771.0,1365.71875
2009-11-05,1493.8499755859375,1416.0999755859375,1459.0,1485.699951171875,786363.0,1387.572998046875
2009-11-06,1519.0,1461.0999755859375,1503.0,1471.25,754054.0,1374.07763671875
2009-11-09,1493.800048828125,1447.0999755859375,1473.0,1484.25,661927.0,1386.21875
2009-11-10,1501.0,1438.5,1495.0999755859375,1445.550048828125,895514.0,1350.0751953125
2009-11-11,1462.0,1418.0,1435.3499755859375,1451.449951171875,1103314.0,1355.5850830078125
2009-11-12,1479.8499755859375,1416.0,1460.0,1423.0999755859375,1257254.0,1329.107666015625
2009-11-13,1484.449951171875,1390.0,1423.0,1478.3499755859375,1197470.0,1380.70849609375
2009-11-16,1568.0,1425.0,1425.0,1558.3499755859375,1571350.0,1455.4246826171875
2009-11-17,1567.5,1537.0999755859375,1554.0,1556.3499755859375,1081025.0,1453.5567626953125
2009-11-18,1575.800048828125,1521.25,1550.0,1559.25,747709.0,1456.2655029296875
2009-11-19,1574.5999755859375,1528.0999755859375,1550.0,1550.550048828125,906248.0,1448.14013671875
2009-11-20,1549.5,1520.0999755859375,1531.25,1542.800048828125,711990.0,1440.901611328125
2009-11-23,1567.0999755859375,1544.050048828125,1557.699951171875,1560.25,574180.0,1457.1993408203125
2009-11-24,1619.0,1558.5,1558.5,1599.6500244140625,1145376.0,1493.9970703125
2009-11-25,1639.0,1600.0,1600.25,1621.949951171875,745040.0,1514.8240966796875
2009-11-26,1635.5999755859375,1560.3499755859375,1620.0,1579.4000244140625,577689.0,1475.0843505859375
2009-11-27,1583.8499755859375,1458.800048828125,1516.0,1567.199951171875,613056.0,1463.6903076171875
2009-11-30,1692.300048828125,1548.0,1692.300048828125,1557.3499755859375,338523.0,1454.49072265625
2009-12-01,1607.0,1565.0,1565.0,1587.199951171875,956327.0,1482.369140625
2009-12-02,1637.6500244140625,1597.0,1597.0,1612.949951171875,844833.0,1506.4185791015625
2009-12-03,1651.9000244140625,1612.4000244140625,1623.0,1643.0,745292.0,1534.483642578125
2009-12-04,1635.0,1583.0,1631.0,1591.949951171875,685680.0,1486.8055419921875
2009-12-07,1613.5999755859375,1570.0,1590.0,1577.5,326349.0,1473.3099365234375
2009-12-08,1591.8499755859375,1563.0999755859375,1577.0,1568.449951171875,382303.0,1464.857666015625
2009-12-09,1635.5999755859375,1550.0,1573.0,1611.0999755859375,1657099.0,1504.690673828125
2009-12-10,1628.25,1582.5,1615.0,1589.949951171875,541050.0,1484.937744140625
2009-12-11,1615.0,1584.0999755859375,1592.0,1591.75,529544.0,1486.618896484375
2009-12-14,1625.0,1586.5,1595.0,1609.449951171875,497722.0,1503.149658203125
2009-12-15,1619.0,1562.25,1619.0,1578.8499755859375,639343.0,1474.5706787109375
2009-12-16,1590.949951171875,1557.300048828125,1590.949951171875,1569.949951171875,444169.0,1466.2584228515625
2009-12-17,1574.0,1550.0,1574.0,1554.449951171875,311706.0,1451.7822265625
2009-12-18,1560.0,1534.0999755859375,1540.0,1548.800048828125,635325.0,1446.505615234375
2009-12-21,1562.0,1514.75,1553.0,1521.25,480999.0,1420.775146484375
2009-12-22,1540.0,1523.0,1528.0,1531.25,230855.0,1430.1146240234375
2009-12-23,1564.0,1534.0,1534.0,1558.3499755859375,343060.0,1455.4246826171875
2009-12-24,1574.0,1551.0999755859375,1564.9000244140625,1565.949951171875,477680.0,1462.52294921875
2009-12-29,1577.0,1558.9000244140625,1574.9000244140625,1567.1500244140625,366468.0,1463.6435546875
2009-12-30,1573.0,1555.1500244140625,1567.1500244140625,1570.4000244140625,501393.0,1466.6788330078125
2009-12-31,1575.1500244140625,1541.5,1575.1500244140625,1560.0999755859375,664244.0,1457.0592041015625
2010-01-04,1586.699951171875,1546.1500244140625,1565.0,1551.449951171875,534231.0,1448.9803466796875
2010-01-05,1567.550048828125,1510.0,1563.5,1515.8499755859375,1407407.0,1415.7315673828125
